-0.782672,2.82403,-1.92908,-0.782672,2.82403,-1.92908
-0.679806,2.82403,-1.93316,-0.679806,2.82403,-1.93316
-0.572825,2.824,-1.94352,-0.572825,2.824,-1.94352
-0.459749,2.82386,-1.96291,-0.459749,2.82386,-1.96291
-0.339052,2.8234,-1.99369,-0.339052,2.8234,-1.99369
-0.209198,2.82222,-2.03772,-0.209198,2.82222,-2.03772
-0.0694801,2.81961,-2.09592,-0.0694801,2.81961,-2.09592
0.0798225,2.81454,-2.16785,0.0798225,2.81454,-2.16785
0.237557,2.80557,-2.25159,0.237557,2.80557,-2.25159
0.401381,2.79098,-2.34368,0.401381,2.79098,-2.34368
0.567552,2.76894,-2.43923,0.567552,2.76894,-2.43923
0.732527,2.73776,-2.5334,0.732527,2.73776,-2.5334
0.892933,2.69621,-2.62202,0.892933,2.69621,-2.62202
1.04681,2.64347,-2.7026,1.04681,2.64347,-2.7026
1.19317,2.57932,-2.77411,1.19317,2.57932,-2.77411
1.33208,2.50384,-2.83685,1.33208,2.50384,-2.83685
1.46382,2.41758,-2.89165,1.46382,2.41758,-2.89165
1.58935,2.32107,-2.93988,1.58935,2.32107,-2.93988
1.70955,2.21495,-2.98289,1.70955,2.21495,-2.98289
1.82506,2.10009,-3.02192,1.82506,2.10009,-3.02192
1.93628,1.97768,-3.05811,1.93628,1.97768,-3.05811
2.04365,1.84883,-3.09258,2.04365,1.84883,-3.09258
2.14732,1.71502,-3.12642,2.14732,1.71502,-3.12642
2.24719,1.57813,-3.16075,2.24719,1.57813,-3.16075
2.34282,1.44064,-3.19684,2.34282,1.44064,-3.19684
2.43351,1.30561,-3.23631,2.43351,1.30561,-3.23631
2.51804,1.17716,-3.28127,2.51804,1.17716,-3.28127
2.59451,1.06092,-3.33456,2.59451,1.06092,-3.33456
2.66009,0.964402,-3.39982,2.66009,0.964402,-3.39982
2.71157,0.896228,-3.48153,2.71157,0.896228,-3.48153
2.74589,0.864682,-3.58414,2.74589,0.864682,-3.58414
2.76157,0.874529,-3.70962,2.76157,0.874529,-3.70962
2.76016,0.924185,-3.8571,2.76016,0.924185,-3.8571
2.74561,1.00689,-4.02284,2.74561,1.00689,-4.02284
2.7229,1.11368,-4.20171,2.7229,1.11368,-4.20171
-3.58645,1.2364,1.89375,-3.58645,1.2364,1.89375
-3.61207,1.36864,1.70048,-3.61207,1.36864,1.70048
-3.63378,1.50537,1.50425,-3.63378,1.50537,1.50425
-3.64871,1.643,1.30658,-3.64871,1.643,1.30658
-3.65429,1.77869,1.10853,-3.65429,1.77869,1.10853
-3.64814,1.91033,0.910483,-3.64814,1.91033,0.910483
-3.62791,2.03636,0.712233,-3.62791,2.03636,0.712233
-3.59126,2.15537,0.513376,-3.59126,2.15537,0.513376
-3.53588,2.26618,0.313244,-3.53588,2.26618,0.313244
-3.45955,2.36789,0.110821,-3.45955,2.36789,0.110821
-3.36044,2.45964,-0.0945937,-3.36044,2.45964,-0.0945937
-3.23725,2.54089,-0.303637,-3.23725,2.54089,-0.303637
-3.09028,2.61102,-0.515317,-3.09028,2.61102,-0.515317
-2.92186,2.66975,-0.7271,-2.92186,2.66975,-0.7271
-2.73664,2.71716,-0.934571,-2.73664,2.71716,-0.934571
-2.54186,2.75369,-1.13118,-2.54186,2.75369,-1.13118
-2.3456,2.78038,-1.31021,-2.3456,2.78038,-1.31021
-2.15537,2.79868,-1.46607,-2.15537,2.79868,-1.46607
-1.97638,2.81039,-1.59587,-1.97638,2.81039,-1.59587
-1.81119,2.81732,-1.69948,-1.81119,2.81732,-1.69948
-1.66004,2.82107,-1.77891,-1.66004,2.82107,-1.77891
-1.52199,2.8229,-1.83717,-1.52199,2.8229,-1.83717
-1.39518,2.82368,-1.87771,-1.39518,2.82368,-1.87771
-1.2777,2.82395,-1.90391,-1.2777,2.82395,-1.90391
-1.16759,2.82402,-1.919,-1.16759,2.82402,-1.919
-1.06276,2.82403,-1.9261,-1.06276,2.82403,-1.9261
-0.961187,2.82403,-1.92823,-0.961187,2.82403,-1.92823
-0.860989,2.82403,-1.92839,-0.860989,2.82403,-1.92839
-0.760178,2.82403,-1.92959,-0.760178,2.82403,-1.92959
-0.656566,2.82403,-1.93481,-0.656566,2.82403,-1.93481
-0.548398,2.82398,-1.94694,-0.548398,2.82398,-1.94694
-0.433777,2.8238,-1.96866,-0.433777,2.8238,-1.96866
-0.311174,2.82322,-2.00224,-0.311174,2.82322,-2.00224
-0.179222,2.8218,-2.04934,-0.179222,2.8218,-2.04934
-0.0372887,2.81875,-2.11068,-0.0372887,2.81875,-2.11068
0.113981,2.81295,-2.18542,0.113981,2.81295,-2.18542
0.273234,2.80291,-2.27132,0.273234,2.80291,-2.27132
0.437883,2.78683,-2.36459,0.437883,2.78683,-2.36459
0.604142,2.76291,-2.46027,0.604142,2.76291,-2.46027
0.768366,2.72953,-2.55353,0.768366,2.72953,-2.55353
0.927595,2.68552,-2.6406,0.927595,2.68552,-2.6406
1.07989,2.63025,-2.71922,1.07989,2.63025,-2.71922
1.2245,2.56361,-2.78871,1.2245,2.5636,-2.78871
1.36164,2.48577,-2.84954,1.36164,2.48577,-2.84954
1.49199,2.39718,-2.9028,1.49199,2.39718,-2.9028
1.61634,2.29842,-2.94979,1.61634,2.29842,-2.94979
1.73543,2.19031,-2.9918,1.73543,2.19031,-2.9918
1.84986,2.07379,-3.03008,1.84986,2.07379,-3.03008
1.96025,1.9498,-3.06581,1.96025,1.9498,-3.06581
2.0668,1.81971,-3.10005,2.0668,1.81971,-3.10005
2.16965,1.68506,-3.13389,2.16965,1.68506,-3.13389
2.26864,1.5478,-3.16849,2.26864,1.5478,-3.16849
2.36336,1.4104,-3.20522,2.36336,1.4104,-3.20522
2.45285,1.27636,-3.24572,2.45285,1.27636,-3.24572
2.53575,1.15013,-3.29223,2.53575,1.15013,-3.29223
2.61005,1.0376,-3.3478,2.61005,1.0376,-3.3478
2.67282,0.946558,-3.41632,2.67282,0.946558,-3.41632
2.72075,0.885817,-3.50236,2.72075,0.885817,-3.50236
2.75096,0.86325,-3.60993,2.75096,0.86325,-3.60993
2.76262,0.88231,-3.74063,2.76262,0.88231,-3.74063
2.75788,0.940052,-3.89261,2.75788,0.940052,-3.89261
2.7411,1.02883,-4.06158,2.7411,1.02883,-4.06158
2.71721,1.13996,-4.243,2.71721,1.13996,-4.243
-3.59236,1.26537,1.85088,-3.59236,1.26537,1.85088
-3.61737,1.39898,1.65678,-3.61737,1.39898,1.65678
-3.6378,1.53617,1.46013,-3.6378,1.53617,1.46013
-3.65086,1.67362,1.26226,-3.65086,1.67362,1.26226
-3.65402,1.80857,1.06419,-3.65402,1.80857,1.06419
-3.64492,1.93905,0.866182,-3.64492,1.93905,0.866182
-3.62124,2.06357,0.667935,-3.62124,2.06357,0.667935
-3.5806,2.18085,0.468847,-3.5806,2.18085,0.468847
-3.52072,2.28973,0.268248,-3.52072,2.28973,0.268248
-3.43945,2.38927,0.0652351,-3.43945,2.38927,0.0652351
-3.33497,2.47877,-0.14109,-3.33497,2.47877,-0.141077
-3.20641,2.55755,-0.350781,-3.20641,2.55755,-0.350788
-3.05423,2.62519,-0.562955,-3.05423,2.62519,-0.562955
-2.88145,2.68139,-0.774349,-2.88145,2.68139,-0.774349
-2.69348,2.72628,-0.979875,-2.69348,2.72628,-0.979875
-2.49772,2.76048,-1.17306,-2.49772,2.76048,-1.17306
-2.30229,2.78514,-1.34724,-2.30229,2.78514,-1.34724
-2.11432,2.8018,-1.49734,-2.11432,2.8018,-1.49734
-1.93821,2.81229,-1.62126,-1.93821,2.81229,-1.62126
-1.77622,2.81838,-1.71923,-1.77622,2.81838,-1.71923
-1.62808,2.82161,-1.79366,-1.62808,2.82161,-1.79366
-1.49275,2.82314,-1.84764,-1.49275,2.82314,-1.84764
-1.3682,2.82377,-1.88469,-1.3682,2.82377,-1.88469
-1.25253,2.82397,-1.90813,-1.25253,2.82397,-1.90813
-1.14344,2.82402,-1.9212,-1.14344,2.82402,-1.9212
-1.03951,2.82403,-1.92691,-1.03951,2.82403,-1.92691
-0.938539,2.82403,-1.92833,-0.938539,2.82403,-1.92833
-0.838338,2.82403,-1.92846,-0.838338,2.82403,-1.92846
-0.737008,2.82403,-1.93031,-0.737008,2.82403,-1.93031
-0.632617,2.82402,-1.93685,-0.632617,2.82402,-1.93685
-0.523138,2.82396,-1.95092,-0.523138,2.82396,-1.95092
-0.406748,2.82371,-1.97516,-0.406748,2.82371,-1.97516
-0.281996,2.823,-2.01172,-0.281996,2.823,-2.01172
-0.147781,2.82128,-2.06206,-0.147781,2.82128,-2.06206
-0.00372317,2.81772,-2.12653,-0.00372317,2.81772,-2.12653
0.14953,2.8111,-2.20406,0.14953,2.8111,-2.20406
0.310375,2.79984,-2.29207,0.310375,2.79984,-2.29207
0.475681,2.78214,-2.38632,0.475681,2.78214,-2.38632
0.641713,2.75621,-2.4818,0.641713,2.75621,-2.4818
0.804953,2.72053,-2.5739,0.804953,2.72053,-2.5739
0.962659,2.67403,-2.65915,0.962659,2.67403,-2.65915
1.11326,2.61617,-2.73573,1.11326,2.61617,-2.73573
1.25617,2.54696,-2.8032,1.25617,2.54696,-2.8032
1.39176,2.46661,-2.86223,1.39176,2.46661,-2.86223
1.52068,2.37565,-2.91395,1.52068,2.37565,-2.91395
1.6437,2.27477,-2.95967,1.6437,2.27477,-2.95967
1.76166,2.16469,-3.00073,1.76166,2.16469,-3.00073
1.87514,2.04639,-3.03834,1.87514,2.04639,-3.03834
1.98465,1.92089,-3.07364,1.98465,1.92089,-3.07364
2.0904,1.78958,-3.1077,2.0904,1.78958,-3.1077
2.1924,1.65414,-3.14161,2.1924,1.65414,-3.14161
2.29047,1.51663,-3.17656,2.29047,1.51663,-3.17656
2.38408,1.37968,-3.21397,2.38408,1.37968,-3.21397
2.47225,1.24694,-3.25562,2.47225,1.24694,-3.25562
2.55345,1.12315,-3.30392,2.55345,1.12315,-3.30392
2.62545,1.0147,-3.36209,2.62545,1.0147,-3.36209
2.68517,0.929727,-3.43422,2.68517,0.929727,-3.43422
2.72926,0.877104,-3.52485,2.72926,0.877104,-3.52485
2.7552,0.863928,-3.63758,2.7552,0.863928,-3.63758
2.76285,0.892217,-3.7733,2.76285,0.892217,-3.7733
2.75495,0.957787,-3.92962,2.75495,0.957787,-3.92962
2.73614,1.05234,-4.10173,2.73614,1.05234,-4.10173
2.71128,1.16744,-4.28544,2.71128,1.16744,-4.28544
-3.59827,1.29514,1.80719,-3.59827,1.29514,1.80719
-3.62252,1.42993,1.61233,-3.62252,1.42993,1.61233
-3.64149,1.56734,1.41545,-3.64149,1.56734,1.41545
-3.65252,1.70435,1.21759,-3.65252,1.70435,1.21759
-3.65312,1.83839,1.01962,-3.65312,1.83839,1.01962
-3.64093,1.96773,0.821462,-3.64093,1.96773,0.821462
-3.61364,2.09068,0.623152,-3.61364,2.09068,0.623152
-3.56887,2.20615,0.423809,-3.56887,2.20615,0.423809
-3.50435,2.313,0.222748,-3.50435,2.313,0.222748
-3.41804,2.41029,0.0191613,-3.41804,2.41029,0.0191613
-3.30816,2.49744,-0.187977,-3.30816,2.49744,-0.187966
